#runTag 1767114872250291_pid5781
#runID  0
#threads        1
#event_files_glob       out/1767114872250291_pid5781_0/eventQ_t*.tsv
N       MeanQ   StdErr  RelErr_pct      Time_s  FOM_1perS
100000000       1.30440000000000005e-04 1.14229149831043517e-06 8.75721786499873533e-01 6.13181271822100007e+03 2.12656572277495082e+00
